cod_ibge;ano;nascidosvivos;popfem_15a49anos;populacao
3522000;2003;34;706;2816
3522109;2003;1424;20153;76517
3522158;2003;44;745;3253
3522208;2003;3089;40449;137612
3522307;2003;2268;35577;131542
3522406;2003;1702;23263;84946
3522505;2003;3656;50162;173544
3522604;2003;824;17613;65027
3522653;2003;65;853;3689
3522703;2003;534;10386;38516
3522802;2003;262;3735;14474
3522901;2003;157;2852;10896
3523008;2003;43;1005;3964
3523107;2003;5573;82706;287745
3523206;2003;889;12588;47287
3523305;2003;214;3513;14156
3523404;2003;1300;24973;87267
3523503;2003;314;4243;16201
3523602;2003;172;3171;13689
3523701;2003;85;1403;5586
3523800;2003;87;1933;7536
3523909;2003;2355;40158;141117
3524006;2003;501;8972;31390
3524105;2003;551;10218;37102
3524204;2003;97;1666;6460
3524303;2003;993;19347;68899
3524402;2003;3116;57196;197590
3524501;2003;66;1262;4573
3524600;2003;259;4390;17109
3524709;2003;538;9802;33850
3524808;2003;548;13119;46541
3524907;2003;60;1130;4424
3525003;2003;1887;29213;96960
3525102;2003;493;8794;32713
3525201;2003;306;5110;19005
3525300;2003;1651;33058;117718
3525409;2003;44;824;3267
3525508;2003;150;2879;10816
3525607;2003;73;1057;3920
3525706;2003;403;8253;29993
3525805;2003;88;1094;4291
3525854;2003;29;603;2371
3525904;2003;5045;96904;337548
3526001;2003;189;4304;17547
3526100;2003;386;5099;20324
3526209;2003;556;7224;27346
3526308;2003;65;1193;4924
3526407;2003;402;6150;23065
3526506;2003;49;1456;6228
3526605;2003;112;1671;6167
3526704;2003;1305;22973;84075
3526803;2003;878;15958;57096
3526902;2003;3759;73832;257211
3527009;2003;68;1544;5721
3527108;2003;901;18913;67765
3527207;2003;1277;22112;79406
3527256;2003;15;523;2040
3527306;2003;450;8051;27528
3527405;2003;237;4742;18843
3527504;2003;35;553;2200
3527603;2003;140;2288;8355
3527702;2003;50;1151;4480
3527801;2003;61;1103;4278
3527900;2003;48;754;2843
3528007;2003;260;4347;15960
3528106;2003;72;1939;7440
3528205;2003;46;1011;3746
3528304;2003;28;869;3358
3528403;2003;707;11566;40935
3528502;2003;1106;18654;66241
3528601;2003;116;2222;8481
3528700;2003;38;1002;4043
3528809;2003;181;3556;13113
3528858;2003;22;633;2355
3528908;2003;45;949;3876
3529005;2003;2903;57952;203497
3529104;2003;29;586;2191
3529203;2003;302;5901;22938
3529302;2003;1077;21056;73480
3529401;2003;6647;113725;380522
3529500;2003;30;1039;4031
3529609;2003;43;1075;4001
3529658;2003;14;495;1933
3529708;2003;308;5351;19461
3529807;2003;184;3103;11627
3529906;2003;488;5489;22001
3530003;2003;29;706;2681
3530102;2003;310;6517;26389
3530201;2003;188;4204;16512
3530300;2003;656;14026;49955
3530409;2003;56;1017;3893
3530508;2003;967;17889;66068
3530607;2003;6054;99120;347687
3530706;2003;1884;36287;128382
3530805;2003;1140;23180;82957
3530904;2003;55;810;3161
3531001;2003;18;537;2087
3531100;2003;607;9638;38379
3531209;2003;76;1715;6547
3531308;2003;527;12285;44626
3531407;2003;183;5293;19402
3531506;2003;247;5268;19477
3531605;2003;46;1035;4091
3531704;2003;47;961;3775
3531803;2003;702;11495;40835
3531902;2003;470;7186;26482
3532009;2003;161;2937;10489
3532058;2003;65;1095;3993
3532108;2003;42;1025;4048
3532157;2003;36;644;2419
3532207;2003;52;1048;3921
3532306;2003;67;1597;6912
3532405;2003;199;3790;15075
3532504;2003;86;2367;8884
3532603;2003;98;2821;10389
3532702;2003;46;936;3537
3532801;2003;60;1360;5101
3532827;2003;152;1924;7684
3532843;2003;17;575;2394
3532868;2003;8;270;1024
3532900;2003;117;2159;7813
3533007;2003;233;4729;17674
3533106;2003;16;525;2127
3533205;2003;32;632;2358
3533254;2003;53;898;3597
3533304;2003;38;782;2941
3533403;2003;630;13042;44930
3533502;2003;464;9056;33689
3533601;2003;66;1727;6470
3533700;2003;41;1055;4191
3533809;2003;30;699;2896
3533908;2003;645;12800;47271
3534005;2003;54;984;3575
3534104;2003;74;1596;5981
3534203;2003;67;1254;4576
3534302;2003;599;10510;37237
3534401;2003;11626;197981;658322
3534500;2003;16;676;2539
3534609;2003;323;8040;30152
3534708;2003;1471;27153;96737
3534757;2003;79;1884;6893
3534807;2003;139;1934;7359
3534906;2003;133;2972;12768
3535002;2003;110;2521;9635
3535101;2003;150;2496;9161
3535200;2003;131;2597;10152
3535309;2003;301;5507;20902
3535408;2003;240;3678;13963
3535507;2003;609;10983;40562
3535606;2003;244;4503;17213
3535705;2003;76;1450;5568
3535804;2003;286;4292;16224
3535903;2003;48;955;3708
3536000;2003;125;2820;11084
3536109;2003;79;1306;4991
3536208;2003;352;4742;17885
3536257;2003;29;520;1974
3536307;2003;194;3133;11850
3536406;2003;89;1464;5640
3536505;2003;1070;17996;60117
3536570;2003;34;427;1788
3536604;2003;131;2293;8535
3536703;2003;588;10228;38096
3536802;2003;65;1375;5660
3536901;2003;28;690;2696
3537008;2003;265;4047;15262
3537107;2003;557;10538;37162
3537156;2003;30;790;2894
3537206;2003;175;2317;9508
3537305;2003;734;15323;55879
3537404;2003;295;6803;25074
3537503;2003;83;1669;6551
3537602;2003;1048;13916;54037
3537701;2003;47;1250;4819
3537800;2003;770;13122;51007
3537909;2003;444;6479;24786
3538006;2003;2199;37733;132634
3538105;2003;177;3569;13693
3538204;2003;156;2928;11611
3538303;2003;48;951;3497
3538501;2003;212;4087;14902
3538600;2003;381;6434;23941
3538709;2003;4966;96648;340106
3538808;2003;440;7585;28286
3538907;2003;284;5128;20923
3539004;2003;126;2683;10234
3539103;2003;252;3687;13379
3539202;2003;322;6426;23006
3539301;2003;880;18279;66493
3539400;2003;137;2957;11051
3539509;2003;639;8618;32460
3539608;2003;60;1049;3904
3539707;2003;41;755;2967
3539806;2003;1737;28764;98750
3539905;2003;46;1246;4936
3540002;2003;269;5274;18770
3540101;2003;41;933;3632
3540200;2003;659;9033;32656
3540259;2003;50;955;3699
3540309;2003;11;655;2531
3540408;2003;39;1124;4387
3540507;2003;109;1744;7161
3540606;2003;656;12738;46669
3540705;2003;710;13542;48574
3540754;2003;240;4145;15339
3540804;2003;161;3773;14159
3540853;2003;19;401;1861
3540903;2003;206;4000;14138
3541000;2003;3579;59507;213382
3541059;2003;68;1088;4161
3541109;2003;43;1116;4256
3541208;2003;177;3685;14436
3541307;2003;623;11145;39995
3541406;2003;2735;56449;195132
3541505;2003;472;10377;37695
3541604;2003;502;8696;32491
3541653;2003;24;727;2807
3541703;2003;164;3246;11971
3541802;2003;44;629;2379
3541901;2003;161;2619;9801
3542008;2003;74;1490;5599
3542107;2003;130;2308;8466
3542206;2003;416;7842;28902
3542305;2003;37;937;3983
3542404;2003;237;4816;17456
3542503;2003;66;1331;5518
3542602;2003;956;14673;54267
3542701;2003;133;1579;5890
3542800;2003;67;765;3484
3542909;2003;175;3054;11527
3543006;2003;514;5004;20688
3543105;2003;53;1018;3994
3543204;2003;44;1154;4479
3543238;2003;26;564;2215
3543253;2003;127;1879;7419
3543303;2003;1751;31851;107435
3543402;2003;7605;156175;534828
3543501;2003;109;1705;6941
3543600;2003;36;922;3374
3543709;2003;173;2747;10393
3543808;2003;108;2587;10152
3543907;2003;2285;48670;173455
3544004;2003;415;7027;25207
3544103;2003;715;11371;39201
3544202;2003;121;2103;9100
3544251;2003;360;6577;23065
3544301;2003;129;2486;8867
3544400;2003;35;648;2433
3544509;2003;26;709;2700
3544608;2003;51;1294;4983
3544707;2003;24;613;2426
3544806;2003;57;1274;4827
3544905;2003;130;2669;9656
3545001;2003;273;3825;14770
3545100;2003;58;1130;4540
3545159;2003;65;1737;6138
3545209;2003;1409;27633;96965
3545308;2003;540;10008;36663
3545407;2003;139;2217;8589
3545506;2003;47;891;3274
3545605;2003;195;3665;13743
3545704;2003;64;1446;5657
3545803;2003;2219;50721;173155
3546009;2003;187;3620;13267
3546108;2003;25;536;2120
3546207;2003;24;954;3673
3546256;2003;28;467;1859
3546306;2003;463;7291;26811
3546405;2003;607;11243;41903
3546504;2003;51;1492;5710
3546603;2003;354;7647;27406
3546702;2003;302;4893;17531
3546801;2003;806;12673;45940
3546900;2003;103;2126;7962
3547007;2003;81;1235;4875
3547106;2003;50;717;2826
3547205;2003;8;441;1821
3547304;2003;1384;24878;84345
3547403;2003;17;668;2677
3547502;2003;325;6970;26306
3547601;2003;308;5936;22142
3547650;2003;6;344;1410
3547700;2003;283;5555;20735
3547809;2003;9417;191916;658884
3547908;2003;65;1506;5961
3548005;2003;281;5223;18899
3548054;2003;80;1927;7155
3548104;2003;74;1547;6104
3548203;2003;107;1642;6392
3548302;2003;29;646;2601
3548401;2003;63;1035;3949
3548500;2003;5402;118144;419037
3548609;2003;152;2714;10423
3548708;2003;11391;219522;722153
3548807;2003;1699;40692;142884
3548906;2003;2859;57283;201546
3549003;2003;29;724;2865
3549102;2003;1030;22278;79411
3549201;2003;30;695;2651
3549250;2003;14;455;1709
3549300;2003;16;535;2168
3549409;2003;673;12096;43077
3549508;2003;150;2079;8214
3549607;2003;59;1021;4128
3549706;2003;717;13872;50852
3549805;2003;4890;109845;373298
3549904;2003;9131;167540;566375
3549953;2003;222;3501;12774
3550001;2003;145;2647;10470
3550100;2003;561;10174;37258
3550209;2003;515;8101;31075
3550308;2003;183552;3198058;10698381
3550407;2003;382;7765;29064
3550506;2003;106;1764;7012
3550605;2003;1083;19626;70597
3550704;2003;1240;17994;62656
3550803;2003;194;3299;12425
3550902;2003;214;3642;13908
3551009;2003;5145;90095;312311
3551108;2003;113;2053;8216
3551207;2003;72;906;3691
3551306;2003;20;718;2677
3551405;2003;109;2065;8594
3551504;2003;651;9755;34436
3551603;2003;328;6605;24641
3551702;2003;1511;28489;99261
3551801;2003;248;3306;13573
3551900;2003;221;3812;14171
3552007;2003;99;1389;5526
3552106;2003;420;8950;33980
3552205;2003;8179;150359;521648
3552304;2003;94;2024;7385
3552403;2003;3350;61647;209460
3552502;2003;4793;68781;239028
3552551;2003;34;766;2967
3552601;2003;115;2845;10749
3552700;2003;218;3602;13556
3552809;2003;4907;65449;211964
3552908;2003;62;1432;5390
3553005;2003;135;2349;8432
3553104;2003;82;1466;5719
3553203;2003;62;1420;5539
3553302;2003;323;5917;22422
3553401;2003;230;6275;23077
3553500;2003;158;2098;8462
3553609;2003;178;3514;12934
3553658;2003;40;711;2725
3553708;2003;784;14203;52740
3553807;2003;352;5998;22147
3553856;2003;102;1225;4709
3553906;2003;90;1629;6035
3553955;2003;187;3188;11357
3554003;2003;1601;26622;97663
3554102;2003;3914;73122;254685
3554201;2003;80;1277;5218
3554300;2003;338;5646;20540
3554409;2003;126;2069;7946
3554508;2003;483;9115;33239
3554607;2003;40;663;2713
3554656;2003;17;526;2169
3554706;2003;96;2277;8976
3554755;2003;15;365;1434
3554805;2003;455;9880;36688
3554904;2003;50;1357;5255
3554953;2003;45;1312;5237
3555000;2003;862;17390;63655
3555109;2003;126;3501;13647
3555208;2003;11;478;1901
3555307;2003;19;574;2262
3555356;2003;79;1177;4554
3555406;2003;1351;19631;70629
3555505;2003;52;1040;4222
3555604;2003;108;2371;9170
3555703;2003;15;356;1434
3555802;2003;123;2348;8878
3555901;2003;11;354;1362
3556008;2003;140;3190;12128
3556107;2003;112;2570;9306
3556206;2003;1151;26271;89941
3556305;2003;254;5009;19738
3556354;2003;79;1928;7518
3556404;2003;560;10148;37193
3556453;2003;758;10293;35556
3556503;2003;1684;28563;97011
3556602;2003;140;2860;11044
3556701;2003;743;15233;51972
3556800;2003;260;4355;16354
3556909;2003;71;1482;5356
3556958;2003;24;469;1699
3557006;2003;1655;28450;99975
3557105;2003;887;22374;78481
3557154;2003;15;542;2068
3557204;2003;192;3263;12189
3557303;2003;105;2543;9214
3500000;2004;538;;
3500105;2004;414;9185;33715
3500204;2004;35;959;3655
3500303;2004;469;8008;29798
3500402;2004;61;1875;7297
3500501;2004;247;4528;16559
3500550;2004;78;1397;5395
3500600;2004;23;571;2211
3500709;2004;485;9216;33389
3500758;2004;51;1075;4137
3500808;2004;26;951;3792
3500907;2004;55;936;3631
3501004;2004;233;4171;15658
3501103;2004;49;1011;4203
3501152;2004;311;4492;15961
3501202;2004;32;1021;4173
3501301;2004;414;6253;23127
3501400;2004;55;861;4320
3501509;2004;48;731;2896
3501608;2004;2616;56053;193926
3501707;2004;523;8775;30620
3501806;2004;51;1473;5656
3501905;2004;812;17226;62724
3502002;2004;52;986;3850
3502101;2004;695;15118;55402
3502200;2004;351;5439;20553
3502309;2004;75;1247;4951
3502408;2004;41;934;3540
3502507;2004;495;9977;34859
3502606;2004;43;1217;4771
3502705;2004;432;6996;26648
3502754;2004;297;3703;13411
3502804;2004;2118;50228;174526
3502903;2004;364;6087;22765
3503000;2004;44;1348;4906
3503109;2004;109;1609;6150
3503158;2004;29;671;2570
3503208;2004;2429;55211;192621
3503307;2004;1478;30934;109828
3503356;2004;17;523;2080
3503406;2004;92;1875;7500
3503505;2004;61;920;3653
3503604;2004;190;2779;10475
3503703;2004;102;2113;7896
3503802;2004;597;10817;37532
3503901;2004;1282;19003;65396
3503950;2004;17;476;1856
3504008;2004;1169;25475;90456
3504107;2004;1941;32912;117782
3504206;2004;197;3815;13856
3504305;2004;68;1221;4745
3504404;2004;122;2495;9809
3504503;2004;1213;21496;79017
3504602;2004;188;3627;12749
3504701;2004;13;449;2265
3504800;2004;81;2073;7661
3504909;2004;151;2610;9962
3505005;2004;49;714;2937
3505104;2004;102;1577;6154
3505203;2004;375;7612;29636
3505302;2004;401;10126;35479
3505351;2004;107;1155;5023
3505401;2004;153;1831;8001
3505500;2004;1422;30018;107131
3505609;2004;506;7266;25843
3505708;2004;5282;67300;221238
3505807;2004;357;5663;20660
3505906;2004;785;14557;53294
3506003;2004;4851;93255;327726
3506102;2004;961;20815;75182
3506201;2004;34;648;2482
3506300;2004;147;2699;10782
3506359;2004;930;10308;36681
3506409;2004;86;1775;6511
3506508;2004;1300;29224;100042
3506607;2004;406;6905;26247
3506706;2004;234;3495;13030
3506805;2004;159;2694;9980
3506904;2004;143;2004;8258
3507001;2004;602;11088;39696
3507100;2004;273;4374;15803
3507159;2004;71;843;3362
3507209;2004;11;214;800
3507308;2004;56;1015;3937
3507407;2004;221;3688;13767
3507456;2004;32;543;2081
3507506;2004;1667;32312;115886
3507605;2004;2030;37544;133937
3507704;2004;61;1188;4620
3507753;2004;33;647;2424
3507803;2004;281;5082;18799
3507902;2004;342;5297;19943
3508009;2004;401;4570;18024
3508108;2004;158;3923;14495
3508207;2004;60;1020;3815
3508306;2004;69;1191;4566
3508405;2004;687;10121;36408
3508504;2004;1247;22590;79626
3508603;2004;404;7829;28419
3508702;2004;271;4627;18612
3508801;2004;226;4289;16129
3508900;2004;50;1045;4103
3509007;2004;1291;22821;77179
3509106;2004;61;1138;4530
3509205;2004;1181;16327;55968
3509254;2004;648;7463;29058
3509304;2004;110;2481;9473
3509403;2004;353;5757;21827
3509452;2004;89;1374;5371
3509502;2004;14227;298573;1013218
3509601;2004;1140;19622;67785
3509700;2004;945;13175;45964
3509809;2004;78;1066;4307
3509908;2004;214;3059;12276
3509957;2004;70;1021;3904
3510005;2004;381;8003;29582
3510104;2004;31;690;2647
3510153;2004;94;1007;3884
3510203;2004;924;12484;47058
3510302;2004;290;4048;15592
3510401;2004;734;12283;44342
3510500;2004;1486;24057;87602
3510609;2004;6831;106605;354606
3510708;2004;151;3017;11748
3510807;2004;377;6848;27415
3510906;2004;27;719;2819
3511003;2004;252;4330;16134
3511102;2004;1369;30302;108642
3511201;2004;113;1873;6784
3511300;2004;100;1904;7200
3511409;2004;249;4263;16182
3511508;2004;419;9544;33450
3511607;2004;202;3626;13896
3511706;2004;199;3723;13849
3511904;2004;75;1585;6030
3512001;2004;261;4636;16982
3512100;2004;109;1604;5946
3512209;2004;437;6408;23791
3512308;2004;302;3937;15394
3512407;2004;245;5252;18940
3512506;2004;43;1313;4741
3512605;2004;61;1336;5357
3512704;2004;41;984;3823
3512803;2004;822;14308;50056
3512902;2004;76;1836;7337
3513009;2004;3356;50488;169926
3513108;2004;443;8132;29763
3513207;2004;106;1832;6991
3513306;2004;25;694;2498
3513405;2004;1122;21031;75000
3513504;2004;2102;32884;112771
3513603;2004;330;5833;22791
3513702;2004;387;8185;29809
3513801;2004;7207;113559;369974
3513850;2004;11;413;1646
3513900;2004;145;3160;11776
3514007;2004;102;1978;7363
3514106;2004;360;6112;23322
3514205;2004;33;525;2127
3514304;2004;108;2259;8617
3514403;2004;507;11368;41698
3514502;2004;174;3323;12448
3514601;2004;76;1972;7056
3514700;2004;78;1742;6657
3514809;2004;272;3406;14423
3514908;2004;225;3907;14670
3514924;2004;37;729;2785
3514957;2004;40;648;2460
3515004;2004;4611;66685;220481
3515103;2004;1027;16633;59301
3515129;2004;35;782;2957
3515152;2004;176;3400;12207
3515186;2004;545;11320;41259
3515194;2004;76;1030;3892
3515202;2004;96;2202;8292
3515301;2004;26;680;2631
3515350;2004;153;2635;9998
3515400;2004;212;3964;15119
3515509;2004;759;17515;63088
3515608;2004;64;1434;5461
3515657;2004;25;370;1489
3515707;2004;2957;44920;152960
3515806;2004;31;493;2010
3515905;2004;26;810;3157
3516002;2004;137;2924;11798
3516101;2004;45;824;3024
3516200;2004;4950;85351;300696
3516309;2004;2885;40416;141983
3516408;2004;2180;32728;117614
3516507;2004;32;717;2719
3516606;2004;81;1920;7550
3516705;2004;602;11739;43293
3516804;2004;66;975;3796
3516853;2004;65;1113;4252
3516903;2004;103;2917;10776
3517000;2004;137;2443;10541
3517109;2004;62;1164;4475
3517208;2004;139;2651;9771
3517307;2004;101;1381;5316
3517406;2004;548;10019;35770
3517505;2004;180;4323;15538
3517604;2004;396;4806;19254
3517703;2004;343;5192;19288
3517802;2004;105;2311;8775
3517901;2004;126;2412;9245
3518008;2004;24;517;1986
3518107;2004;106;1665;6371
3518206;2004;386;8159;29584
3518305;2004;427;6401;23577
3518404;2004;1658;30679;107706
3518503;2004;148;2848;11916
3518602;2004;554;9208;32803
3518701;2004;5038;80043;275473
3518800;2004;21399;336270;1133171
3518859;2004;85;1699;6619
3518909;2004;67;1169;4493
3519006;2004;142;2204;8286
3519055;2004;188;2568;8835
3519071;2004;2654;49201;168402
3519105;2004;97;2332;8958
3519204;2004;70;1739;6626
3519253;2004;61;964;4341
3519303;2004;499;7766;28083
3519402;2004;140;2615;9988
3519501;2004;92;1556;6095
3519600;2004;627;13830;49148
3519709;2004;1267;17850;67487
3519808;2004;114;1899;7044
3519907;2004;83;1945;7429
3520004;2004;343;6570;22961
3520103;2004;423;7314;26728
3520202;2004;155;2258;8550
3520301;2004;529;7006;28227
3520400;2004;481;6661;23654
3520426;2004;109;1958;7581
3520442;2004;305;7245;24490
3520509;2004;2703;48697;168274
3520608;2004;56;1292;4914
3520707;2004;30;1036;4019
3520806;2004;42;905;3436
3520905;2004;209;3403;13037
3521002;2004;323;5668;22207
3521101;2004;71;1312;4995
3521150;2004;44;1012;3855
3521200;2004;74;1066;4470
3521309;2004;274;3488;12794
3521408;2004;275;4895;17209
3521507;2004;72;1784;6897
3521606;2004;73;1779;7625
3521705;2004;259;4857;18626
3521804;2004;376;5838;22215
3521903;2004;148;3837;14386
3522000;2004;35;719;2880
3522109;2004;1400;20486;78122
3522158;2004;61;747;3256
3522208;2004;3067;41075;139871
3522307;2004;2391;36096;133457
3522406;2004;1693;23481;85474
3522505;2004;3697;51439;177402
3522604;2004;829;17803;65571
3522653;2004;96;870;3728
3522703;2004;520;10471;38787
3522802;2004;227;3727;14502
3522901;2004;157;2909;11084
3523008;2004;57;1021;4014
3523107;2004;5564;84423;292636
3523206;2004;855;12677;47467
3523305;2004;208;3581;14366
3523404;2004;1292;25597;89321
3523503;2004;337;4335;16467
3523602;2004;172;3219;13955
3523701;2004;86;1422;5643
3523800;2004;94;1938;7538
3523909;2004;2393;40765;143039
3524006;2004;547;9515;33216
3524105;2004;550;10272;37363
3524204;2004;102;1682;6486
3524303;2004;959;19465;69386
3524402;2004;3220;57664;199573
3524501;2004;59;1315;4729
3524600;2004;326;4402;17149
3524709;2004;580;10230;35282
3524808;2004;564;13102;46641
3524907;2004;52;1169;4559
3525003;2004;1859;29818;98705
3525102;2004;525;8981;33396
3525201;2004;310;5311;19696
3525300;2004;1665;33563;119588
3525409;2004;44;826;3253
3525508;2004;161;2919;10952
3525607;2004;53;1074;3955
3525706;2004;421;8381;30397
3525805;2004;70;1108;4320
3525854;2004;37;624;2436
3525904;2004;4915;98062;342148
3526001;2004;209;4334;17701
3526100;2004;403;5083;20232
3526209;2004;586;7310;27611
3526308;2004;58;1197;4913
3526407;2004;359;6251;23424
3526506;2004;49;1476;6583
3526605;2004;108;1698;6229
3526704;2004;1398;23351;85242
3526803;2004;922;16163;57751
3526902;2004;3826;74615;260011
3527009;2004;84;1588;5861
3527108;2004;865;19024;68295
3527207;2004;1330;22256;79906
3527256;2004;23;525;2050
3527306;2004;486;8466;28805
3527405;2004;269;4770;19003
3527504;2004;42;550;2216
3527603;2004;164;2413;8761
3527702;2004;67;1169;4552
3527801;2004;56;1109;4287
3527900;2004;49;750;2837
3528007;2004;259;4371;16014
3528106;2004;59;1938;7467
3528205;2004;37;1004;3744
3528304;2004;42;859;3332
3528403;2004;683;11649;41241
3528502;2004;1169;19261;68326
3528601;2004;129;2251;8563
3528700;2004;47;1005;4150
3528809;2004;197;3566;13151
3528858;2004;37;646;2403
3528908;2004;45;957;3880
3529005;2004;2790;58464;205464
3529104;2004;27;584;2190
3529203;2004;283;5934;23101
3529302;2004;1135;21259;74061
3529401;2004;6654;115548;386061
3529500;2004;24;1065;4110
3529609;2004;34;1071;3981
3529658;2004;15;489;1921
3529708;2004;304;5381;19597
3529807;2004;176;3127;11704
3529906;2004;467;5464;21843
3530003;2004;31;707;2708
3530102;2004;339;6526;26565
3530201;2004;184;4225;16592
3530300;2004;658;14183;50499
3530409;2004;49;1030;3951
3530508;2004;959;17900;66173
3530607;2004;6171;100796;353492
3530706;2004;1810;36692;129720
3530805;2004;1145;23318;83507
3530904;2004;51;819;3177
3531001;2004;16;535;2095
3531100;2004;647;9884;39500
3531209;2004;81;1741;6641
3531308;2004;543;12370;44917
3531407;2004;205;5367;19687
3531506;2004;303;5270;19427
3531605;2004;36;1032;4087
3531704;2004;49;969;3819
3531803;2004;696;11842;41946
3531902;2004;458;7309;26845
3532009;2004;165;2989;10667
3532058;2004;59;1113;4036
3532108;2004;25;1025;4065
3532157;2004;41;658;2463
3532207;2004;59;1067;3973
3532306;2004;68;1586;6869
3532405;2004;205;3857;15266
3532504;2004;83;2362;8876
3532603;2004;96;2824;10445
3532702;2004;36;962;3626
3532801;2004;58;1389;5213
3532827;2004;161;1975;7814
3532843;2004;18;564;2354
3532868;2004;8;275;1033
3532900;2004;128;2213;8012
3533007;2004;226;4786;17868
3533106;2004;23;523;2134
3533205;2004;22;661;2450
3533254;2004;60;937;3731
3533304;2004;47;794;3006
3533403;2004;619;13301;45850
3533502;2004;485;9163;34119
3533601;2004;77;1742;6521
3533700;2004;65;1053;4180
3533809;2004;35;689;2867
3533908;2004;631;12909;47662
3534005;2004;49;994;3621
3534104;2004;71;1605;5996
3534203;2004;75;1305;4723
3534302;2004;578;10645;37643
3534401;2004;11752;198310;659988
3534500;2004;19;675;2537
3534609;2004;352;8028;30292
3534708;2004;1549;27395;97690
3534757;2004;103;1946;7098
3534807;2004;101;1958;7431
3534906;2004;129;2948;12837
3535002;2004;102;2572;9829
3535101;2004;158;2566;9408
3535200;2004;123;2573;10099
3535309;2004;246;5516;20957
3535408;2004;227;3714;14055
3535507;2004;579;11035;40827
3535606;2004;244;4524;17261
3535705;2004;63;1463;5614
3535804;2004;303;4382;16472
3535903;2004;49;957;3732
3536000;2004;91;2813;11060
3536109;2004;84;1324;5068
3536208;2004;348;4799;18006
3536257;2004;23;520;1988
3536307;2004;197;3177;12009
3536406;2004;57;1497;5739
3536505;2004;1142;18889;63136
3536570;2004;16;429;1793
3536604;2004;132;2302;8553
3536703;2004;572;10396;38599
3536802;2004;64;1382;5666
3536901;2004;21;678;2673
3537008;2004;234;4072;15323
3537107;2004;545;10751;37833
3537156;2004;28;790;2900
3537206;2004;169;2356;9625
3537305;2004;799;15393;56280
3537404;2004;314;6797;25049
3537503;2004;81;1704;6664
3537602;2004;1199;14114;54901
3537701;2004;71;1272;4882
3537800;2004;737;13235;51204
3537909;2004;488;6575;25053
3538006;2004;2265;38361;134803
3538105;2004;160;3617;13898
3538204;2004;133;2976;11824
3538303;2004;37;954;3503
3538501;2004;185;4052;14808
3538600;2004;381;6492;24130
3538709;2004;5222;97605;343710
3538808;2004;418;7600;28364
3538907;2004;260;5163;21218
3539004;2004;100;2701;10290
3539103;2004;249;3804;13745
3539202;2004;294;6506;23266
3539301;2004;901;18411;67050
3539400;2004;151;2996;11212
3539509;2004;638;8786;32897
3539608;2004;59;1072;3978
3539707;2004;56;761;3002
3539806;2004;1789;29102;99738
3539905;2004;62;1261;4992
3540002;2004;257;5316;18949
3540101;2004;32;923;3616
3540200;2004;676;9325;33685
3540259;2004;56;970;3750
3540309;2004;28;654;2522
3540408;2004;52;1115;4358
3540507;2004;113;1787;7342
3540606;2004;647;12843;47005
3540705;2004;794;13655;49002
3540754;2004;240;4239;15901
3540804;2004;165;3820;14340
3540853;2004;26;410;2004
3540903;2004;257;4123;14580
3541000;2004;3714;61321;220340
3541059;2004;91;1111;4227
3541109;2004;42;1114;4231
3541208;2004;151;3686;14349
3541307;2004;666;11208;40208
3541406;2004;2709;56845;196965
3541505;2004;456;10361;37754
3541604;2004;548;8834;32929
3541653;2004;32;738;2863
3541703;2004;141;3277;12070
3541802;2004;44;643;2445
3541901;2004;184;2691;10036
3542008;2004;82;1509;5658
3542107;2004;120;2326;8491
3542206;2004;460;7867;28948
3542305;2004;56;939;3966
3542404;2004;261;4855;17621
3542503;2004;69;1353;5778
3542602;2004;956;14742;54357
3542701;2004;94;1612;5992
3542800;2004;72;769;3480
3542909;2004;172;3085;11609
3543006;2004;396;5000;20441
3543105;2004;69;1032;4032
3543204;2004;67;1154;4477
3543238;2004;26;563;2214
3543253;2004;110;1892;7428
3543303;2004;1667;32064;108374
3543402;2004;7872;159029;544897
3543501;2004;105;1677;6844
3543600;2004;37;920;3390
3543709;2004;177;2759;10415
3543808;2004;114;2566;10122
3543907;2004;2295;49213;175256
3544004;2004;378;7205;25792
3544103;2004;707;11604;39942
3544202;2004;114;2153;9292
3544251;2004;303;6459;22635
3544301;2004;141;2514;8972
3544400;2004;20;662;2471
3544509;2004;15;712;2722
3544608;2004;54;1296;4998
3544707;2004;28;606;2417
3544806;2004;62;1291;4906
3544905;2004;131;2706;9787
3545001;2004;276;3869;14904
3545100;2004;58;1140;4576
3545159;2004;64;1767;6260
3545209;2004;1426;28046;98192
3545308;2004;604;10152;37157
3545407;2004;138;2226;8635
3545506;2004;56;911;3334
3545605;2004;210;3689;13838
3545704;2004;61;1443;5674
3545803;2004;2352;51027;174227
3546009;2004;222;3635;13354
3546108;2004;29;532;2118
3546207;2004;35;966;3718
3546256;2004;27;475;1877
3546306;2004;472;7427;27278
3546405;2004;612;11313;42205
3546504;2004;76;1505;5685
3546603;2004;329;7717;27694
3546702;2004;317;5081;18115
3546801;2004;845;12868;46612
3546900;2004;124;2146;7987
3547007;2004;80;1265;4945
3547106;2004;30;718;2834
3547205;2004;12;433;1795
3547304;2004;1488;25901;87726
3547403;2004;22;664;2659
3547502;2004;298;6964;26355
3547601;2004;302;6013;22383
3547650;2004;12;345;1417
3547700;2004;256;5552;20724
3547809;2004;9184;192135;661589
3547908;2004;74;1518;6012
3548005;2004;294;5296;19148
3548054;2004;67;1952;7223
