cod_ibge;ano;nascidosvivos;popfem_15a49anos;populacao
3528502;2017;1042;23946;88910
3528601;2017;124;2415;9549
3528700;2017;38;851;4682
3528809;2017;164;3353;13051
3528858;2017;27;773;3035
3528908;2017;37;894;3704
3529005;2017;3136;61537;229898
3529104;2017;12;489;1990
3529203;2017;274;5896;24689
3529302;2017;994;21378;78717
3529401;2017;5663;121582;421367
3529500;2017;80;1410;5540
3529609;2017;51;1124;4326
3529658;2017;25;478;1924
3529708;2017;262;5303;20065
3529807;2017;141;3010;11637
3529906;2017;305;4810;19553
3530003;2017;30;695;3006
3530102;2017;273;5891;28059
3530201;2017;170;3891;16528
3530300;2017;704;15826;59518
3530409;2017;51;1125;4507
3530508;2017;828;17233;67612
3530607;2017;6250;118223;427289
3530706;2017;1972;40163;147769
3530805;2017;1041;23857;90869
3530904;2017;50;916;3539
3531001;2017;27;463;2048
3531100;2017;732;12745;55651
3531209;2017;81;1991;8060
3531308;2017;493;12217;47465
3531407;2017;231;5689;22158
3531506;2017;228;4760;18585
3531605;2017;36;994;4173
3531704;2017;36;969;4148
3531803;2017;922;16360;58322
3531902;2017;378;7813;28764
3532009;2017;158;3514;12967
3532058;2017;53;1107;4188
3532108;2017;49;895;3952
3532157;2017;48;701;2695
3532207;2017;56;1368;5143
3532306;2017;80;1529;6881
3532405;2017;196;4370;17556
3532504;2017;88;2269;9341
3532603;2017;97;2455;10304
3532702;2017;83;1187;4579
3532801;2017;83;1620;6364
3532827;2017;139;2317;8558
3532843;2017;12;463;2079
3532868;2017;11;295;1112
3532900;2017;118;2497;9375
3533007;2017;247;4995;19404
3533106;2017;24;502;2169
3533205;2017;66;1011;3975
3533254;2017;74;1199;4530
3533304;2017;29;769;3148
3533403;2017;747;15864;57779
3533502;2017;500;9639;37882
3533601;2017;89;1830;7179
3533700;2017;70;1016;4260
3533809;2017;26;595;2597
3533908;2017;672;13998;53262
3534005;2017;63;1164;4390
3534104;2017;75;1534;6162
3534203;2017;79;1643;5901
3534302;2017;468;10559;39257
3534401;2017;10180;203079;709509
3534500;2017;24;585;2520
3534609;2017;335;7429;31268
3534708;2017;1350;27555;104456
3534757;2017;127;2536;9612
3534807;2017;94;2026;7858
3534906;2017;107;2416;14236
3535002;2017;134;2803;11318
3535101;2017;139;2810;10244
3535200;2017;89;2138;9266
3535309;2017;262;5045;20447
3535408;2017;227;3841;15029
3535507;2017;602;10505;41899
3535606;2017;214;4397;17706
3535705;2017;76;1532;6059
3535804;2017;317;4969;18768
3535903;2017;67;974;3948
3536000;2017;98;2576;10777
3536109;2017;84;1664;6572
3536208;2017;309;5005;19027
3536257;2017;38;640;2542
3536307;2017;197;3573;13972
3536406;2017;105;1856;7356
3536505;2017;1500;28422;98667
3536570;2017;27;492;1953
3536604;2017;81;1991;7976
3536703;2017;541;11575;43691
3536802;2017;63;1473;6206
3536901;2017;16;620;2716
3537008;2017;221;4055;15711
3537107;2017;481;11592;42632
3537156;2017;34;715;2862
3537206;2017;122;2599;10891
3537305;2017;830;15483;60752
3537404;2017;270;6225;24760
3537503;2017;105;2053;8222
3537602;2017;999;15910;65241
3537701;2017;63;1378;5507
3537800;2017;738;13520;52901
3537909;2017;394;7008;27279
3538006;2017;2207;43321;158335
3538105;2017;162;3658;14856
3538204;2017;156;3451;14374
3538303;2017;27;866;3392
3538501;2017;155;3308;13314
3538600;2017;373;6687;25772
3538709;2017;5212;109838;400842
3538808;2017;377;7440;29245
3538907;2017;290;5406;22738
3539004;2017;123;2684;10822
3539103;2017;267;4831;17225
3539202;2017;339;6651;25210
3539301;2017;872;18877;72491
3539400;2017;194;3574;13888
3539509;2017;475;9378;34669
3539608;2017;83;1171;4471
3539707;2017;47;754;3137
3539806;2017;1655;29713;105833
3539905;2017;68;1321;5530
3540002;2017;258;5250;20226
3540101;2017;30;797;3458
3540200;2017;563;10799;38915
3540259;2017;53;995;4117
3540309;2017;28;593;2473
3540408;2017;45;986;4206
3540507;2017;83;2169;9623
3540606;2017;731;13838;53507
3540705;2017;558;14040;52437
3540754;2017;257;4714;20047
3540804;2017;217;4376;17299
3540853;2017;14;369;2702
3540903;2017;228;4705;17331
3541000;2017;4550;84135;314948
3541059;2017;83;1338;4942
3541109;2017;47;972;3974
3541208;2017;134;3127;14206
3541307;2017;540;10620;40659
3541406;2017;3056;58518;219349
3541505;2017;422;9096;36640
3541604;2017;424;9290;35723
3541653;2017;51;812;3346
3541703;2017;155;3382;13090
3541802;2017;56;794;3054
3541901;2017;110;2647;10094
3542008;2017;88;1699;6590
3542107;2017;109;2362;8821
3542206;2017;395;7372;28837
3542305;2017;45;961;4264
3542404;2017;248;5038;19578
3542503;2017;65;1388;7543
3542602;2017;786;15287;58047
3542701;2017;124;1735;6506
3542800;2017;48;747;3238
3542909;2017;130;2980;11583
3543006;2017;295;4849;18506
3543105;2017;59;1138;4469
3543204;2017;47;1131;4606
3543238;2017;24;506;2110
3543253;2017;91;1913;7523
3543303;2017;1312;31499;115463
3543402;2017;8381;186750;662411
3543501;2017;67;1392;5875
3543600;2017;46;941;3792
3543709;2017;131;2476;9747
3543808;2017;99;2278;9608
3543907;2017;2345;52958;195919
3544004;2017;390;8481;30740
3544103;2017;637;12582;44495
3544202;2017;106;2221;10447
3544251;2017;226;4828;18628
3544301;2017;149;2769;10379
3544400;2017;39;715;2732
3544509;2017;18;763;3437
3544608;2017;56;1242;5230
3544707;2017;27;597;2456
3544806;2017;61;1472;6111
3544905;2017;134;2951;11121
3545001;2017;202;3951;15434
3545100;2017;71;1171;4830
3545159;2017;86;2060;7726
3545209;2017;1680;33932;122485
3545308;2017;530;11271;42558
3545407;2017;110;2227;9022
3545506;2017;53;952;3701
3545605;2017;184;3656;14223
3545704;2017;64;1433;6145
3545803;2017;2379;49518;183144
3546009;2017;166;3517;13975
3546108;2017;17;567;2394
3546207;2017;27;1030;4206
3546256;2017;24;510;2093
3546306;2017;394;7884;29567
3546405;2017;645;11645;45565
3546504;2017;51;1638;5901
3546603;2017;444;8428;32513
3546702;2017;327;6477;22948
3546801;2017;715;13923;52460
3546900;2017;94;2050;7733
3547007;2017;70;1377;5316
3547106;2017;43;721;2942
3547205;2017;21;352;1665
3547304;2017;2123;38368;134989
3547403;2017;25;608;2669
3547502;2017;250;6212;25685
3547601;2017;259;6132;23813
3547650;2017;14;365;1570
3547700;2017;223;4738;19128
3547809;2017;9136;197277;723606
3547908;2017;74;1565;6556
3548005;2017;265;5989;22207
3548054;2017;115;2047;8160
3548104;2017;62;1509;6059
3548203;2017;95;1763;6905
3548302;2017;33;694;2920
3548401;2017;59;1065;4113
3548500;2017;4758;107738;422760
3548609;2017;116;2809;11278
3548708;2017;10995;226231;799563
3548807;2017;1857;41167;160022
3548906;2017;3236;65438;241896
3549003;2017;37;614;2717
3549102;2017;1106;23399;89267
3549201;2017;23;647;2598
3549250;2017;21;462;1817
3549300;2017;23;487;2197
3549409;2017;572;12955;48043
3549508;2017;110;2025;8014
3549607;2017;48;969;3976
3549706;2017;712;13425;52384
3549805;2017;5490;124495;452684
3549904;2017;9739;187710;673348
3549953;2017;196;4048;15284
3550001;2017;123;2509;10435
3550100;2017;523;10051;37975
3550209;2017;416;8195;32021
3550308;2017;169922;3229432;11471199
3550407;2017;439;8961;35664
3550506;2017;88;1771;7214
3550605;2017;1100;20992;79551
3550704;2017;1256;22191;78657
3550803;2017;89;2846;11258
3550902;2017;128;3500;13948
3551009;2017;4628;90753;334928
3551108;2017;116;2467;9867
3551207;2017;52;909;3697
3551306;2017;33;780;3116
3551405;2017;132;2341;12174
3551504;2017;630;11916;42049
3551603;2017;309;7223;28604
3551702;2017;1577;33840;120634
3551801;2017;200;3082;12903
3551900;2017;189;3960;15105
3552007;2017;76;1524;6041
3552106;2017;416;9596;38898
3552205;2017;9256;187273;669084
3552304;2017;100;1935;7408
3552403;2017;4035;75662;264908
3552502;2017;4603;82112;289643
3552551;2017;42;844;3431
3552601;2017;117;2902;11458
3552700;2017;218;3821;14776
3552809;2017;4548;78112;263991
3552908;2017;75;1578;6064
3553005;2017;183;3268;11939
3553104;2017;71;1445;5801
3553203;2017;60;1362;6109
3553302;2017;300;5589;22015
3553401;2017;248;6236;24993
3553500;2017;98;2013;8030
3553609;2017;141;3173;12296
3553658;2017;18;693;2708
3553708;2017;631;13885;53462
3553807;2017;289;6060;23595
3553856;2017;95;1655;6106
3553906;2017;83;1741;6609
3553955;2017;212;3836;14158
3554003;2017;1658;31717;117617
3554102;2017;4046;81684;299297
3554201;2017;77;1096;4454
3554300;2017;357;5896;22001
3554409;2017;98;2091;8234
3554508;2017;530;9873;37410
3554607;2017;28;581;2572
3554656;2017;20;496;2143
3554706;2017;104;2264;9317
3554755;2017;24;422;1618
3554805;2017;569;11795;47203
3554904;2017;68;1515;6253
3554953;2017;56;1529;6495
3555000;2017;736;16170;64154
3555109;2017;142;3540;15326
3555208;2017;13;430;1884
3555307;2017;17;388;1809
3555356;2017;94;1379;5356
3555406;2017;1278;23951;86843
3555505;2017;90;1181;4830
3555604;2017;93;2496;10077
3555703;2017;16;408;1619
3555802;2017;102;2129;8893
3555901;2017;10;323;1352
3556008;2017;142;3349;13377
3556107;2017;178;3462;12872
3556206;2017;1386;32223;118675
3556305;2017;333;5521;23750
3556354;2017;114;2454;9802
3556404;2017;556;10413;39938
3556453;2017;766;13246;47730
3556503;2017;1449;31915;113417
3556602;2017;118;2551;10485
3556701;2017;942;19603;71470
3556800;2017;221;4613;17511
3556909;2017;112;2058;7587
3556958;2017;17;444;1791
3557006;2017;1718;33761;120523
3557105;2017;1038;24536;91951
3557154;2017;23;634;2581
3557204;2017;188;3104;12322
3557303;2017;137;2890;10801
3500000;2018;231;;
3500105;2018;380;8654;34551
3500204;2018;46;976;4100
3500303;2018;456;8416;32266
3500402;2018;91;1723;7505
3500501;2018;192;4487;17866
3500550;2018;55;1617;6731
3500600;2018;27;596;2776
3500709;2018;530;9729;36847
3500758;2018;68;1470;5735
3500808;2018;59;976;4285
3500907;2018;39;900;3613
3501004;2018;185;4227;16459
3501103;2018;34;893;4011
3501152;2018;206;4718;17305
3501202;2018;28;862;3938
3501301;2018;316;6784;26185
3501400;2018;39;788;4782
3501509;2018;52;749;2947
3501608;2018;2706;61595;229381
3501707;2018;448;9495;33856
3501806;2018;64;1423;5879
3501905;2018;829;17646;67691
3502002;2018;45;1139;4515
3502101;2018;726;14619;58775
3502200;2018;338;6002;23519
3502309;2018;89;1404;5708
3502408;2018;56;996;3933
3502507;2018;435;8856;33810
3502606;2018;49;971;4262
3502705;2018;352;6502;25040
3502754;2018;378;5497;19967
3502804;2018;2388;52017;195390
3502903;2018;369;7755;30968
3503000;2018;64;1385;5394
3503109;2018;88;1681;6633
3503158;2018;19;588;2415
3503208;2018;2812;62761;232161
3503307;2018;1567;34053;127386
3503356;2018;22;480;2017
3503406;2018;69;1840;8051
3503505;2018;49;913;3628
3503604;2018;151;2784;10389
3503703;2018;85;2004;7971
3503802;2018;683;13607;49240
3503901;2018;1365;23275;83077
3503950;2018;17;431;1837
3504008;2018;1202;26185;100062
3504107;2018;2132;39300;148586
3504206;2018;142;3523;13987
3504305;2018;60;1170;4667
3504404;2018;148;2604;11384
3504503;2018;1335;23357;90126
3504602;2018;269;6430;22882
3504701;2018;16;334;3810
3504800;2018;81;2335;9175
3504909;2018;99;2548;10123
3505005;2018;45;811;3407
3505104;2018;98;1490;6017
3505203;2018;414;7863;31783
3505302;2018;349;9137;34902
3505351;2018;86;1269;5214
3505401;2018;81;1671;7224
3505500;2018;1523;32321;119600
3505609;2018;496;8830;31115
3505708;2018;5690;87663;293047
3505807;2018;295;5388;21284
3505906;2018;744;14985;57973
3506003;2018;4687;98734;369608
3506102;2018;934;19979;76429
3506201;2018;24;665;2662
3506300;2018;137;2581;11377
3506359;2018;1043;16366;58858
3506409;2018;77;1803;7314
3506508;2018;1501;31268;116499
3506607;2018;394;7649;29514
3506706;2018;164;3486;13266
3506805;2018;156;2964;11232
3506904;2018;145;2411;10250
3507001;2018;843;15593;57019
3507100;2018;331;5736;21299
3507159;2018;54;965;3564
3507209;2018;15;213;885
3507308;2018;57;1164;4576
3507407;2018;148;3594;14458
3507456;2018;33;693;2600
3507506;2018;1832;37843;139894
3507605;2018;2238;45645;167473
3507704;2018;84;1287;5284
3507753;2018;23;653;2601
3507803;2018;325;6324;23940
3507902;2018;336;6059;23215
3508009;2018;321;5138;19807
3508108;2018;201;4133;16786
3508207;2018;48;1075;4267
3508306;2018;52;1110;4384
3508405;2018;741;12698;45386
3508504;2018;1314;24765;93052
3508603;2018;438;8131;31281
3508702;2018;219;4348;17669
3508801;2018;230;4226;16763
3508900;2018;40;903;3860
3509007;2018;1358;26165;92822
3509106;2018;49;1066;5339
3509205;2018;1336;24528;83253
3509254;2018;475;7429;28758
3509304;2018;93;2317;9401
3509403;2018;339;6199;23842
3509452;2018;93;1481;5851
3509502;2018;15132;310968;1128071
3509601;2018;1005;21023;77280
3509700;2018;756;13043;47569
3509809;2018;59;1162;4782
3509908;2018;186;3072;12360
3509957;2018;83;1270;4757
3510005;2018;341;7515;29840
3510104;2018;29;692;2823
3510153;2018;67;1558;5626
3510203;2018;652;12299;46705
3510302;2018;320;5094;21165
3510401;2018;684;13406;49782
3510500;2018;1838;33059;124019
3510609;2018;6925;110224;385134
3510708;2018;116;2728;11684
3510807;2018;316;6758;28370
3510906;2018;20;664;2780
3511003;2018;232;4906;19515
3511102;2018;1343;30128;115643
3511201;2018;76;1844;7108
3511300;2018;113;2877;11028
3511409;2018;269;5052;20291
3511508;2018;518;11646;43257
3511607;2018;263;4664;17993
3511706;2018;229;4081;15499
3511904;2018;114;1826;7089
3512001;2018;225;4759;18240
3512100;2018;105;1675;6510
3512209;2018;503;7353;27276
3512308;2018;214;3775;15674
3512407;2018;310;6355;23448
3512506;2018;54;1385;5432
3512605;2018;42;1110;4578
3512704;2018;48;1061;4115
3512803;2018;753;16474;59923
3512902;2018;97;2003;8204
3513009;2018;4147;71745;250908
3513108;2018;408;8750;33002
3513207;2018;106;2261;8732
3513306;2018;26;520;2184
3513405;2018;920;19892;76435
3513504;2018;1621;32562;115947
3513603;2018;245;5488;22139
3513702;2018;372;8135;31756
3513801;2018;5577;115523;395531
3513850;2018;13;374;1647
3513900;2018;129;2835;11251
3514007;2018;96;2329;8559
3514106;2018;345;6317;24811
3514205;2018;16;507;2167
3514304;2018;86;2075;8353
3514403;2018;508;11044;45087
3514502;2018;135;3030;12355
3514601;2018;132;2555;8988
3514700;2018;95;1538;6287
3514809;2018;239;3352;13737
3514908;2018;233;4476;17139
3514924;2018;34;782;3168
3514957;2018;24;581;2377
3515004;2018;4247;72635;249976
3515103;2018;993;18005;66307
3515129;2018;34;718;3056
3515152;2018;297;5189;18256
3515186;2018;467;10489;40716
3515194;2018;62;1118;4192
3515202;2018;83;2246;9050
3515301;2018;29;670;2714
3515350;2018;117;2162;8563
3515400;2018;209;4147;16269
3515509;2018;792;17899;69460
3515608;2018;57;1439;5827
3515657;2018;23;412;1629
3515707;2018;2748;50545;176672
3515806;2018;11;348;1599
3515905;2018;28;629;2852
3516002;2018;95;2869;12990
3516101;2018;19;689;3557
3516200;2018;4939;92980;343605
3516309;2018;2840;46001;162631
3516408;2018;2181;38972;141151
3516507;2018;37;658;2789
3516606;2018;85;1621;6662
3516705;2018;519;10995;42754
3516804;2018;33;872;3632
3516853;2018;60;1233;4629
3516903;2018;120;2537;10540
3517000;2018;96;2298;10502
3517109;2018;54;1042;4334
3517208;2018;142;2895;11131
3517307;2018;53;1369;5530
3517406;2018;452;10435;38893
3517505;2018;253;5505;20473
3517604;2018;263;4338;17616
3517703;2018;241;5089;19196
3517802;2018;76;1865;7871
3517901;2018;115;2603;10301
3518008;2018;24;467;1974
3518107;2018;87;1652;6468
3518206;2018;351;7848;31167
3518305;2018;424;7728;29574
3518404;2018;1472;30722;116454
3518503;2018;177;3069;14972
3518602;2018;475;10579;37172
3518701;2018;4492;81200;291629
3518800;2018;20985;363801;1278712
3518859;2018;92;1810;7255
3518909;2018;51;1091;4472
3519006;2018;94;2315;9023
3519055;2018;202;3820;13818
3519071;2018;3062;63082;222839
3519105;2018;142;2611;10312
3519204;2018;68;1509;6281
3519253;2018;73;1269;7467
3519303;2018;524;8778;31880
3519402;2018;127;2833;11454
3519501;2018;74;1617;6570
3519600;2018;763;15562;58013
3519709;2018;1117;19142;74712
3519808;2018;96;1818;7786
3519907;2018;107;1892;7700
3520004;2018;314;6217;23374
3520103;2018;319;6933;27009
3520202;2018;148;2545;10053
3520301;2018;377;6907;29290
3520400;2018;505;9314;32688
3520426;2018;172;2680;12035
3520442;2018;263;6522;25680
3520509;2018;3335;66023;238030
3520608;2018;60;1231;5026
3520707;2018;43;929;4039
3520806;2018;43;930;3649
3520905;2018;193;3519;13784
3521002;2018;339;8387;33847
3521101;2018;92;1747;6634
3521150;2018;84;1479;5977
3521200;2018;49;1037;4169
3521309;2018;180;3910;14454
3521408;2018;307;5859;21446
3521507;2018;91;1714;7061
3521606;2018;59;1405;7388
3521705;2018;219;4670;18029
3521804;2018;349;6199;24952
3521903;2018;171;3993;16150
3522000;2018;49;855;3496
3522109;2018;1440;25524;104879
3522158;2018;45;808;3369
3522208;2018;2626;44357;158045
3522307;2018;2201;40354;154080
3522406;2018;1388;24286;89795
3522505;2018;4057;64615;223375
3522604;2018;842;18547;71271
3522653;2018;59;1083;4149
3522703;2018;488;10213;39929
3522802;2018;170;3518;14392
3522901;2018;86;3393;13186
3523008;2018;57;1008;4191
3523107;2018;6035;101143;355261
3523206;2018;666;12171;46072
3523305;2018;202;3886;15591
3523404;2018;1441;31565;115416
3523503;2018;252;4809;18899
3523602;2018;182;3357;15984
3523701;2018;73;1463;5842
3523800;2018;85;1991;7890
3523909;2018;2241;44730;164668
3524006;2018;834;17595;62090
3524105;2018;446;9923;38144
3524204;2018;65;1627;6406
3524303;2018;782;19304;72305
3524402;2018;2959;63355;232536
3524501;2018;96;1908;6975
3524600;2018;244;4168;16601
3524709;2018;824;15493;54471
3524808;2018;498;12241;48552
3524907;2018;74;1529;6075
3525003;2018;1714;33690;115727
3525102;2018;578;10915;42843
3525201;2018;493;8831;33019
3525300;2018;1638;35344;133468
3525409;2018;50;960;3631
3525508;2018;156;3073;12532
3525607;2018;48;1118;4351
3525706;2018;435;9378;35534
3525805;2018;60;1109;4339
3525854;2018;39;781;2989
3525904;2018;6517;114050;420132
3526001;2018;239;4563;20035
3526100;2018;280;4355;18045
3526209;2018;472;7169;28113
3526308;2018;48;1165;5004
3526407;2018;414;6752;25995
3526506;2018;44;1241;9392
3526605;2018;96;1884;7023
3526704;2018;1196;26197;96752
3526803;2018;814;17600;65120
3526902;2018;3858;77912;288300
3527009;2018;82;1734;6945
3527108;2018;1011;19251;74256
3527207;2018;1225;22421;84607
3527256;2018;21;477;2039
3527306;2018;781;13633;46852
3527405;2018;193;4384;20131
3527504;2018;26;561;2336
3527603;2018;143;3287;11984
3527702;2018;64;1197;4847
3527801;2018;57;1036;4147
3527900;2018;35;659;2711
3528007;2018;206;4424;16769
3528106;2018;83;1790;7579
3528205;2018;39;936;3893
3528304;2018;25;746;3223
3528403;2018;684;12666;48065
3528502;2018;1134;24032;89958
3528601;2018;99;2417;9637
3528700;2018;34;835;4664
3528809;2018;179;3315;13012
3528858;2018;39;783;3095
3528908;2018;36;879;3670
3529005;2018;3106;61602;231934
3529104;2018;12;476;1965
3529203;2018;303;5856;24754
3529302;2018;957;21247;78958
3529401;2018;5496;120846;421634
3529500;2018;64;1433;5671
3529609;2018;31;1129;4383
3529658;2018;25;476;1929
3529708;2018;269;5256;19991
3529807;2018;157;2977;11573
3529906;2018;299;4745;19393
3530003;2018;42;694;3038
3530102;2018;287;5794;28118
3530201;2018;168;3825;16441
3530300;2018;765;15919;60357
3530409;2018;60;1126;4549
3530508;2018;806;17151;67807
3530607;2018;6515;119194;432833
3530706;2018;2013;40325;149271
3530805;2018;1045;23799;91399
3530904;2018;61;920;3575
3531001;2018;29;454;2036
3531100;2018;789;12924;57005
3531209;2018;61;2007;8188
3531308;2018;515;12114;47529
3531407;2018;253;5656;22214
3531506;2018;216;4696;18532
3531605;2018;49;990;4184
3531704;2018;37;958;4141
3531803;2018;855;16681;59648
3531902;2018;396;7750;28656
3532009;2018;182;3542;13139
3532058;2018;57;1092;4164
3532108;2018;34;878;3925
3532157;2018;34;695;2689
3532207;2018;66;1388;5246
3532306;2018;68;1533;6923
3532405;2018;235;4378;17695
3532504;2018;101;2263;9431
3532603;2018;111;2408;10246
3532702;2018;80;1193;4635
3532801;2018;86;1630;6436
3532827;2018;126;2318;8557
3532843;2018;16;458;2071
3532868;2018;17;292;1107
3532900;2018;144;2481;9372
3533007;2018;260;4969;19439
3533106;2018;33;499;2169
3533205;2018;59;1033;4121
3533254;2018;51;1195;4512
3533304;2018;35;749;3091
3533403;2018;706;16010;58727
3533502;2018;477;9618;38069
3533601;2018;78;1832;7246
3533700;2018;61;1009;4276
3533809;2018;29;588;2583
3533908;2018;690;14066;53731
3534005;2018;64;1177;4464
3534104;2018;70;1515;6166
3534203;2018;80;1645;5941
3534302;2018;448;10424;39121
3534401;2018;10071;203319;714883
3534500;2018;36;575;2518
3534609;2018;326;7372;31317
3534708;2018;1291;27373;104603
3534757;2018;131;2556;9773
3534807;2018;99;2010;7849
3534906;2018;107;2363;14377
3535002;2018;127;2790;11365
3535101;2018;138;2777;10140
3535200;2018;91;2099;9213
3535309;2018;263;4979;20344
3535408;2018;204;3823;15060
3535507;2018;619;10406;41882
3535606;2018;214;4355;17731
3535705;2018;66;1531;6084
3535804;2018;243;4985;18932
3535903;2018;43;974;3975
3536000;2018;107;2550;10755
3536109;2018;80;1691;6703
3536208;2018;287;4998;19122
3536257;2018;35;655;2622
3536307;2018;202;3590;14106
3536406;2018;91;1872;7483
3536505;2018;1546;28973;101142
3536570;2018;28;498;1984
3536604;2018;85;1940;7885
3536703;2018;582;11596;43994
3536802;2018;69;1475;6270
3536901;2018;35;622;2743
3537008;2018;190;4025;15700
3537107;2018;478;11529;42772
3537156;2018;34;706;2860
3537206;2018;136;2603;10995
3537305;2018;749;15443;61077
3537404;2018;310;6131;24682
3537503;2018;112;2069;8337
3537602;2018;963;15997;65998
3537701;2018;56;1369;5522
3537800;2018;701;13468;53016
3537909;2018;393;6978;27358
3538006;2018;2304;43509;159942
3538105;2018;139;3623;14819
3538204;2018;157;3477;14559
3538303;2018;31;848;3368
3538501;2018;147;3238;13191
3538600;2018;360;6675;25891
3538709;2018;5025;110752;405952
3538808;2018;344;7408;29328
3538907;2018;218;5427;22762
3539004;2018;127;2669;10852
3539103;2018;286;4892;17478
3539202;2018;304;6605;25280
3539301;2018;887;18834;72832
3539400;2018;183;3634;14164
3539509;2018;454;9304;34538
3539608;2018;73;1163;4472
3539707;2018;45;746;3125
3539806;2018;1680;29446;105665
3539905;2018;75;1320;5554
3540002;2018;236;5208;20267
3540101;2018;35;791;3458
3540200;2018;574;10737;38721
3540259;2018;57;986;4124
3540309;2018;25;584;2452
3540408;2018;49;980;4207
3540507;2018;95;2186;9808
3540606;2018;690;13887;54180
3540705;2018;604;13973;52475
3540754;2018;248;4709;20120
3540804;2018;194;4411;17558
3540853;2018;12;365;2676
3540903;2018;216;4674;17319
3541000;2018;4504;85805;322485
3541059;2018;66;1352;4990
3541109;2018;52;953;3947
3541208;2018;138;3061;14293
3541307;2018;502;10475;40515
3541406;2018;3005;58460;221205
3541505;2018;399;8933;36444
3541604;2018;436;9213;35674
3541653;2018;44;810;3362
3541703;2018;164;3359;13107
3541802;2018;61;806;3098
3541901;2018;134;2584;9913
3542008;2018;97;1717;6690
3542107;2018;106;2352;8852
3542206;2018;372;7294;28835
3542305;2018;54;962;4322
3542404;2018;229;5030;19733
3542503;2018;49;1385;7560
3542602;2018;851;15302;58501
3542701;2018;108;1726;6505
3542800;2018;41;744;3227
3542909;2018;156;2930;11479
3543006;2018;337;4869;18562
3543105;2018;69;1143;4500
3543204;2018;43;1127;4621
3543238;2018;22;502;2103
3543253;2018;90;1900;7519
3543303;2018;1355;31242;115682
3543402;2018;8420;188217;670434
3543501;2018;74;1373;5823
3543600;2018;40;947;3837
3543709;2018;121;2429;9636
3543808;2018;95;2253;9551
3543907;2018;2469;52995;197246
3544004;2018;447;8496;30910
3544103;2018;571;12518;44511
3544202;2018;124;2184;10416
3544251;2018;210;4712;18439
3544301;2018;144;2782;10492
3544400;2018;44;708;2735
3544509;2018;47;767;3524
3544608;2018;66;1229;5220
3544707;2018;31;597;2463
3544806;2018;63;1478;6195
3544905;2018;130;2955;11198
3545001;2018;226;3924;15403
3545100;2018;69;1169;4841
3545159;2018;89;2070;7821
3545209;2018;1710;34419;125013
3545308;2018;535;11291;42848
3545407;2018;114;2220;9044
3545506;2018;41;941;3692
3545605;2018;146;3640;14223
3545704;2018;61;1431;6193
3545803;2018;2360;49086;183600
3546009;2018;159;3483;13991
3546108;2018;24;575;2433
3546207;2018;38;1024;4227
3546256;2018;28;507;2105
3546306;2018;383;7823;29486
3546405;2018;590;11639;45814
3546504;2018;75;1641;5943
3546603;2018;424;8492;33034
3546702;2018;335;6494;23105
3546801;2018;703;13894;52693
3546900;2018;100;2006;7638
3547007;2018;94;1365;5301
3547106;2018;24;718;2952
3547205;2018;12;351;1671
3547304;2018;2241;39221;138802
3547403;2018;28;604;2684
3547502;2018;245;6112;25534
3547601;2018;299;6072;23781
3547650;2018;19;368;1589
3547700;2018;210;4628;18926
3547809;2018;8971;197727;729934
3547908;2018;76;1566;6600
3548005;2018;298;6021;22436
3548054;2018;109;2031;8229
3548104;2018;72;1511;6087
3548203;2018;86;1768;6969
3548302;2018;39;691;2938
3548401;2018;55;1052;4084
3548500;2018;4580;106908;422933
3548609;2018;130;2812;11371
3548708;2018;10768;225488;803794
3548807;2018;1718;41174;161515
3548906;2018;3239;65861;244909
3549003;2018;28;606;2708
3549102;2018;1050;23448;90120
3549201;2018;29;641;2597
3549250;2018;26;460;1829
3549300;2018;18;485;2213
3549409;2018;573;12924;48230
3549508;2018;104;2009;7948
3549607;2018;40;958;3961
3549706;2018;679;13324;52466
3549805;2018;5641;125321;458994
3549904;2018;9710;187978;679425
3549953;2018;202;4066;15459
3550001;2018;112;2478;10448
3550100;2018;474;9963;37892
3550209;2018;411;8164;32092
3550308;2018;165246;3214356;11493509
3550407;2018;414;9044;36233
3550506;2018;115;1766;7233
3550605;2018;1064;20845;79693
3550704;2018;1274;22280;79349
3550803;2018;113;2791;11105
3550902;2018;119;3451;13861
3551009;2018;4536;90020;334671
3551108;2018;109;2483;9967
3551207;2018;37;909;3701
3551306;2018;45;771;3126
3551405;2018;108;2343;12294
3551504;2018;622;12000;42497
3551603;2018;344;7252;28925
3551702;2018;1569;34052;122043
3551801;2018;216;3066;12889
3551900;2018;217;3916;15041
3552007;2018;72;1534;6080
3552106;2018;396;9591;39178
3552205;2018;9415;189716;681037
3552304;2018;117;1914;7414
3552403;2018;3859;76218;268309
3552502;2018;4587;82977;293716
3552551;2018;43;838;3439
3552601;2018;107;2878;11448
3552700;2018;198;3817;14807
3552809;2018;4283;78448;266592
3552908;2018;81;1579;6110
3553005;2018;187;3295;12104
3553104;2018;68;1430;5786
3553203;2018;67;1353;6213
3553302;2018;271;5526;21938
3553401;2018;166;6190;25050
3553500;2018;121;2008;8034
3553609;2018;122;3121;12230
3553658;2018;26;689;2695
3553708;2018;614;13756;53348
3553807;2018;326;6053;23788
3553856;2018;125;1692;6274
3553906;2018;94;1730;6618
3553955;2018;213;3852;14335
3554003;2018;1702;31985;119065
3554102;2018;4046;81910;302105
3554201;2018;66;1084;4404
3554300;2018;332;5875;22085
